Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Platform
Summer Athletics 2009,2009.0,49Games,0.0,0.04,0.0,0.0,0.04,Sports,X360
Summer Athletics: The Ultimate Challenge,2008.0,DTP Entertainment,0.02,0.01,0.0,0.18,0.21,Sports,"X360, PS2"
Summer Athletics: The Ultimate Challenge (Others sales),2008.0,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,Sports,Wii
Summer Athletics: The Ultimate Challenge (US sales),2008.0,DTP Entertainment,0.23,0.04,0.0,0.0,0.27,Sports,Wii
Summer Challenge: Athletics Tournament,2011.0,PQube,0.0,0.04,0.0,0.01,0.06,Sports,"PS3, Wii"
Summer Heat Beach Volleyball,2003.0,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,Sports,PS2
Summer Sports 2: Island Sports Party,2008.0,Ubisoft,0.24,0.0,0.0,0.02,0.27,Sports,Wii
Summer Sports: Paradise Island,2008.0,Ubisoft,0.49,0.02,0.0,0.04,0.55,Sports,Wii
Summer Sports: Paradise Island (Others sales),2008.0,Ubisoft,0.0,0.66,0.0,0.01,0.67,Sports,Wii
Summon Night,2008.0,Banpresto,0.0,0.0,0.07,0.0,0.07,Role-Playing,DS
Summon Night 2,2008.0,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Role-Playing,DS
Summon Night 3,2003.0,Banpresto,0.0,0.0,0.24,0.0,0.24,Role-Playing,PS2
Summon Night 3,2012.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Role-Playing,PSP
Summon Night 4,2006.0,Banpresto,0.0,0.0,0.18,0.0,0.18,Role-Playing,PS2
Summon Night 4,2012.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Role-Playing,PSP
Summon Night 5,2013.0,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Role-Playing,PSP
Summon Night 6: Lost Borders,2016.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,Action,"PS4, PSV"
Summon Night Craft Sword Monogatari: Hajimari no Ishi,2005.0,Banpresto,0.0,0.0,0.04,0.0,0.04,Role-Playing,GBA
Summon Night EX-Thesis: Yoake no Tsubasa,2005.0,Banpresto,0.0,0.0,0.16,0.0,0.16,Role-Playing,PS2
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,2010.0,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Role-Playing,PS2
Summon Night X: Tears Crown,2009.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Role-Playing,DS
Summon Night: Swordcraft Story,2003.0,Banpresto,0.02,0.01,0.0,0.0,0.02,Role-Playing,GBA
Summon Night: Twin Age,2007.0,Banpresto,0.07,0.0,0.05,0.01,0.13,Role-Playing,DS
Summoner,2000.0,THQ,0.25,0.2,0.0,0.07,0.51,Role-Playing,PS2
Summoner 2,2002.0,THQ,0.1,0.08,0.0,0.03,0.21,Role-Playing,PS2
Summoner: A Goddess Reborn,2003.0,THQ,0.04,0.01,0.0,0.0,0.05,Role-Playing,GC
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Fighting,PSP
Sunny Garcia Surfing,2001.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,Sports,PS2
Sunrise Eiyuutan R,2000.0,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,Role-Playing,PS2
Sunset Overdrive,2014.0,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,Shooter,XOne
Super Adventure Island,1992.0,Hudson Soft,0.0,0.0,0.22,0.0,0.22,Platform,SNES
Super Army War,2005.0,Flashpoint Games,0.03,0.01,0.0,0.0,0.04,Action,GBA
Super Baseball,1987.0,Atari,0.07,0.0,0.0,0.0,0.07,Sports,2600
Super Baseball Simulator 1.000,1991.0,Culture Brain,0.0,0.0,0.2,0.0,0.2,Sports,SNES
Super Batter Up,1992.0,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,Sports,SNES
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,2016.0,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,Action,3DS
Super Black Bass Fishing,2005.0,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,Sports,DS
Super Bomberman,1992.0,Hudson Soft,0.0,0.0,0.57,0.0,0.57,Puzzle,SNES
Super Bomberman 2,1994.0,Hudson Soft,0.0,0.0,0.81,0.0,0.81,Puzzle,SNES
Super Bomberman 3,1994.0,Hudson Soft,0.0,0.0,0.7,0.0,0.7,Puzzle,SNES
Super Bomberman 4,1996.0,Hudson Soft,0.0,0.0,0.44,0.0,0.44,Puzzle,SNES
Super Bomberman 5,1997.0,Hudson Soft,0.0,0.0,0.3,0.0,0.3,Puzzle,SNES
Super Bowling,1999.0,Athena,0.02,0.0,0.0,0.0,0.02,Sports,N64
Super Bubble Pop,2002.0,Jaleco,0.01,0.0,0.0,0.0,0.01,Puzzle,XB
Super Bubble Pop,2003.0,Jaleco,0.04,0.01,0.0,0.0,0.05,Puzzle,GC
Super Bust-A-Move,2000.0,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34,Puzzle,PS2
Super Bust-A-Move,2001.0,Ubisoft,0.03,0.01,0.0,0.0,0.05,Puzzle,GBA
Super Castlevania IV,1991.0,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,Platform,SNES
Super Collapse! 3,2007.0,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,Puzzle,DS
Super Collapse! II,2004.0,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,Puzzle,GBA
Super Dodge Ball,1995.0,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02,Sports,NG
Super Dodge Ball Advance,2001.0,Ubisoft,0.14,0.05,0.0,0.0,0.2,Sports,GBA
Super Dodgeball Brawlers,2008.0,Arc System Works,0.13,0.0,0.0,0.01,0.14,Sports,DS
Super Dodgeball Brawlers (jp sales),2008.0,Arc System Works,0.0,0.0,0.03,0.0,0.03,Sports,DS
Super Dragon Ball Z,2006.0,Atari,0.09,0.07,0.19,0.02,0.37,Fighting,PS2
Super Famista 3,1994.0,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,Sports,SNES
Super Famista 4,1995.0,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,Sports,SNES
Super Famista 5,1996.0,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Sports,SNES
Super Fire ProWrestling,1991.0,Human Entertainment,0.0,0.0,0.39,0.0,0.39,Fighting,SNES
Super Fire ProWrestling Special,1994.0,Human Entertainment,0.0,0.0,0.36,0.0,0.36,Fighting,SNES
Super Fire ProWrestling X,1995.0,Human Entertainment,0.0,0.0,0.28,0.0,0.28,Fighting,SNES
Super Football,1987.0,Atari,0.07,0.0,0.0,0.0,0.08,Sports,2600
Super Formation Soccer 94,1994.0,Human Entertainment,0.0,0.0,0.37,0.0,0.37,Sports,SNES
Super Fruit Fall,2006.0,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02,Puzzle,Wii
Super Ghouls 'n Ghosts,1991.0,Capcom,0.5,0.14,0.52,0.02,1.18,Platform,SNES
Super Ghouls 'n Ghosts,2002.0,Capcom,0.05,0.02,0.0,0.0,0.07,Platform,GBA
Super Hero Generation,2014.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Role-Playing,"PS3, PSV"
Super Heroine Chronicle,2014.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,Role-Playing,"PS3, PSV"
Super Jinsei Game 2,1995.0,Takara,0.0,0.0,0.05,0.0,0.05,Misc,SNES
Super Mahjong 2: Honkaku 4Jin Uchi,1993.0,Imax,0.0,0.0,0.06,0.0,0.06,Misc,SNES
Super Mario 3D Land,2011.0,Nintendo,4.89,2.99,2.13,0.78,10.79,Platform,3DS
Super Mario 3D World,2013.0,Nintendo,2.11,1.11,0.72,0.3,4.25,Platform,WiiU
Super Mario 64,1996.0,Nintendo,6.91,2.85,1.91,0.23,11.89,Platform,N64
Super Mario 64,2004.0,Nintendo,5.08,3.11,1.25,0.98,10.42,Platform,DS
Super Mario Advance,2001.0,Nintendo,3.14,1.24,0.91,0.2,5.49,Platform,GBA
Super Mario All-Stars,1993.0,Nintendo,5.99,2.15,2.12,0.29,10.55,Platform,SNES
Super Mario All-Stars: Limited Edition,2010.0,Nintendo,1.02,0.52,0.92,0.14,2.6,Platform,Wii
Super Mario Bros.,1985.0,Nintendo,29.08,3.58,6.81,0.77,40.24,Platform,NES
Super Mario Bros.,1999.0,Nintendo,3.4,1.3,0.15,0.22,5.07,Platform,GB
Super Mario Bros. 2,1988.0,Nintendo,5.39,1.18,0.7,0.19,7.46,Platform,NES
Super Mario Bros. 3,1988.0,Nintendo,9.54,3.44,3.84,0.46,17.28,Platform,NES
Super Mario Bros. 3,2003.0,Nintendo,2.93,1.25,0.83,0.2,5.2,Platform,GBA
Super Mario Bros.: The Lost Levels,1986.0,Nintendo,0.0,0.0,2.65,0.0,2.65,Platform,NES
Super Mario Galaxy,2007.0,Nintendo,6.16,3.4,1.2,0.76,11.52,Platform,Wii
Super Mario Galaxy 2,2010.0,Nintendo,3.66,2.42,0.98,0.64,7.69,Platform,Wii
Super Mario Kart,1992.0,Nintendo,3.54,1.24,3.81,0.18,8.76,Racing,SNES
Super Mario Land,1989.0,Nintendo,10.83,2.71,4.18,0.42,18.14,Platform,GB
Super Mario Land 2: 6 Golden Coins,1992.0,Nintendo,6.16,2.04,2.69,0.29,11.18,Adventure,GB
Super Mario Land 3: Wario Land,1994.0,Nintendo,2.49,0.98,1.57,0.15,5.19,Platform,GB
Super Mario Maker,2015.0,Nintendo,1.18,0.87,0.93,0.2,3.18,Platform,WiiU
Super Mario RPG: Legend of the Seven Stars,1996.0,Nintendo,0.66,0.0,1.45,0.03,2.14,Role-Playing,SNES
Super Mario Strikers,2005.0,Nintendo,0.98,0.38,0.2,0.04,1.61,Sports,GC
Super Mario Sunshine,2002.0,Nintendo,4.01,1.26,0.87,0.17,6.31,Platform,GC
Super Mario World,1990.0,Nintendo,12.78,3.75,3.54,0.55,20.61,Platform,SNES
Super Mario World,2001.0,Nintendo,3.21,1.11,0.95,0.2,5.46,Platform,GBA
Super Mario World 2: Yoshi's Island,1995.0,Nintendo,1.65,0.61,1.76,0.09,4.12,Platform,SNES
Super Mario World 2: Yoshi's Island,2002.0,Nintendo,1.75,0.45,0.62,0.09,2.91,Platform,GBA
Super Meat Boy: Ultra Edition!,2011.0,Unknown,0.0,0.02,0.0,0.01,0.03,Platform,PC
Super Metroid,1994.0,Nintendo,0.57,0.12,0.71,0.02,1.42,Action,SNES
Super Momotarou Dentetsu DX,1995.0,Hudson Soft,0.0,0.0,0.47,0.0,0.47,Misc,SNES
Super Momotarou Dentetsu III,1994.0,Hudson Soft,0.0,0.0,0.91,0.0,0.91,Simulation,SNES
Super Monkey Ball,2001.0,Atari,0.95,0.37,0.1,0.04,1.46,Puzzle,GC
Super Monkey Ball 2,2002.0,Atari,1.11,0.31,0.06,0.04,1.52,Puzzle,GC
Super Monkey Ball 3D,2011.0,Sega,0.26,0.15,0.05,0.04,0.49,Action,3DS
Super Monkey Ball Adventure,2006.0,Sega,0.18,0.06,0.0,0.01,0.26,Platform,"GC, PSP, PS2"
Super Monkey Ball Deluxe,2005.0,Sega,0.22999999999999998,0.12,0.0,0.04,0.39,Misc,"XB, PS2"
Super Monkey Ball Jr.,2002.0,Atari,0.51,0.19,0.0,0.01,0.72,Puzzle,GBA
Super Monkey Ball: Banana Blitz,2006.0,Sega,1.07,0.92,0.04,0.24,2.27,Misc,Wii
Super Monkey Ball: Step & Roll,2010.0,Sega,0.17,0.2,0.0,0.04,0.4,Action,Wii
Super Monkey Ball: Touch & Roll,2005.0,Sega,0.7,0.01,0.0,0.06,0.76,Misc,DS
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996.0,Compile,0.0,0.0,0.02,0.0,0.02,Puzzle,SNES
Super Nazo Puyo: Ruruu no Ruu,1995.0,Banpresto,0.0,0.0,0.27,0.0,0.27,Puzzle,SNES
Super Paper Mario,2007.0,Nintendo,1.98,0.88,0.59,0.32,3.76,Platform,Wii
Super PickUps,2007.0,XS Games,0.01,0.01,0.0,0.0,0.02,Racing,PS2
Super PickUps,2009.0,XS Games,0.01,0.0,0.0,0.0,0.01,Racing,Wii
Super Power League,1993.0,Hudson Soft,0.0,0.0,0.17,0.0,0.17,Sports,SNES
Super Power League 2,1994.0,Hudson Soft,0.0,0.0,0.33,0.0,0.33,Sports,SNES
Super Princess Peach,2005.0,Nintendo,0.72,0.06,0.21,0.07,1.07,Platform,DS
Super Puyo Puyo,1993.0,Banpresto,0.0,0.0,1.69,0.01,1.7,Puzzle,SNES
Super Puyo Puyo 2,1995.0,Compile,0.0,0.0,0.47,0.0,0.47,Puzzle,SNES
Super Puzzle Fighter II Turbo,1996.0,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,Puzzle,PS
Super R-Type,1991.0,Nintendo,0.0,0.0,0.23,0.0,0.23,Shooter,SNES
Super R.C. Pro-Am,1991.0,Nintendo,0.58,0.37,0.15,0.04,1.14,Racing,GB
Super Real Mahjong Graffiti,1995.0,Seta Corporation,0.0,0.0,0.07,0.0,0.07,Misc,SAT
Super Real Mahjong P V,1995.0,Seta Corporation,0.0,0.0,0.19,0.0,0.19,Misc,SAT
Super Robot Gakuen,2009.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Adventure,DS
Super Robot Spirits,1998.0,Banpresto,0.0,0.0,0.04,0.03,0.07,Fighting,N64
Super Robot Taisen 64,1999.0,Banpresto,0.0,0.0,0.2,0.0,0.2,Strategy,N64
Super Robot Taisen A,2001.0,Banpresto,0.0,0.0,0.35,0.01,0.36,Strategy,GBA
Super Robot Taisen A Portable,2008.0,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,Strategy,PSP
Super Robot Taisen Compact 2 Dai-1-Bu,2000.0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Strategy,WS
Super Robot Taisen Complete Box,1999.0,Banpresto,0.0,0.0,0.29,0.02,0.31,Strategy,PS
Super Robot Taisen D,2003.0,Banpresto,0.0,0.0,0.23,0.01,0.23,Strategy,GBA
Super Robot Taisen EX,1994.0,Banpresto,0.0,0.0,0.37,0.0,0.37,Strategy,SNES
Super Robot Taisen F,1997.0,Banpresto,0.0,0.0,0.55,0.0,0.55,Strategy,SAT
Super Robot Taisen F Kanketsuhen,1998.0,Banpresto,0.0,0.0,0.55,0.0,0.55,Strategy,SAT
Super Robot Taisen F Kanketsuhen,1999.0,Banpresto,0.0,0.0,0.21,0.01,0.23,Strategy,PS
Super Robot Taisen Impact,2002.0,Banpresto,0.0,0.0,0.65,0.0,0.65,Strategy,PS2
Super Robot Taisen J,2005.0,Banpresto,0.0,0.0,0.18,0.0,0.18,Strategy,GBA
Super Robot Taisen K,2009.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Strategy,DS
Super Robot Taisen L,2010.0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Strategy,DS
Super Robot Taisen MX,2004.0,Banpresto,0.0,0.0,0.5,0.0,0.5,Strategy,PS2
Super Robot Taisen MX Portable,2005.0,Banpresto,0.0,0.0,0.09,0.0,0.09,Strategy,PSP
Super Robot Taisen Neo,2009.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Strategy,Wii
Super Robot Taisen OG Infinite Battle,2013.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Fighting,PS3
Super Robot Taisen OG Saga: Endless Frontier,2008.0,Namco Bandai Games,0.08,0.0,0.0,0.01,0.08,Role-Playing,DS
Super Robot Taisen OG Saga: Endless Frontier (JP sales),2008.0,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Role-Playing,DS
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013.0,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,Strategy,"PS3, PSV"
Super Robot Taisen OG: Original Generations,2007.0,Banpresto,0.0,0.0,0.44,0.0,0.44,Strategy,PS2
Super Robot Taisen OG: Original Generations Gaiden,2007.0,Banpresto,0.0,0.0,0.3,0.0,0.3,Strategy,PS2
Super Robot Taisen R,2002.0,Banpresto,0.0,0.0,0.25,0.01,0.26,Strategy,GBA
Super Robot Taisen UX,2013.0,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,Role-Playing,3DS
Super Robot Taisen W,2007.0,Banpresto,0.0,0.0,0.3,0.0,0.3,Strategy,DS
Super Robot Taisen XO,2006.0,Banpresto,0.0,0.0,0.01,0.0,0.01,Strategy,X360
Super Robot Taisen Z,2008.0,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Strategy,PS2
Super Robot Taisen Z Special Disc,2009.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,Misc,PS2
Super Robot Taisen α,2000.0,Banpresto,0.0,0.0,0.75,0.05,0.8,Strategy,PS
Super Robot Taisen α Gaiden,2001.0,Banpresto,0.0,0.0,0.58,0.04,0.62,Strategy,PS
Super Robot Taisen: Original Generation,2002.0,Banpresto,0.01,0.0,0.0,0.0,0.01,Role-Playing,GBA
Super Robot Taisen: Scramble Commander,2003.0,Banpresto,0.0,0.0,0.19,0.0,0.19,Strategy,PS2
Super Robot Taisen: Scramble Commander the 2nd,2007.0,Banpresto,0.0,0.0,0.04,0.0,0.04,Strategy,PS2
Super Robot Wars BX,2015.0,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Action,3DS
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014.0,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Strategy,PS3
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,2010.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Strategy,DS
Super Robot Wars OG: The Moon Dwellers,2016.0,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Misc,"PS3, PS4"
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,2015.0,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,Action,3DS
Super Scope 6,1991.0,Nintendo,1.06,0.38,0.15,0.05,1.65,Shooter,SNES
Super Scribblenauts,2010.0,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5,Puzzle,DS
Super Sentai Battle: Ranger Cross,2011.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,Action,Wii
Super Smash Bros.,1999.0,Nintendo,2.95,0.6,1.97,0.04,5.55,Fighting,N64
Super Smash Bros. Brawl,2008.0,Nintendo,6.75,2.61,2.66,1.02,13.04,Fighting,Wii
Super Smash Bros. Melee,2001.0,Nintendo,4.41,1.04,1.39,0.22,7.07,Fighting,GC
Super Smash Bros. for Wii U and 3DS,2014.0,Nintendo,5.83,2.41,3.2199999999999998,1.0,12.469999999999999,Fighting,"3DS, WiiU"
Super Soccer,1991.0,Nintendo,0.0,0.0,0.38,0.0,0.38,Sports,SNES
Super Speed Machines,2009.0,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02,Racing,DS
Super Street Fighter II,1993.0,Capcom,0.0,0.0,0.15,0.0,0.15,Fighting,GEN
Super Street Fighter II,1993.0,Nintendo,0.52,0.16,1.29,0.03,2.0,Fighting,SNES
Super Street Fighter II: Turbo Revival,2001.0,Ubisoft,0.18,0.07,0.0,0.0,0.25,Fighting,GBA
Super Street Fighter IV: 3D Edition,2011.0,Capcom,0.55,0.44,0.14,0.09,1.22,Fighting,3DS
Super Swing Golf,2006.0,Nintendo,0.14,0.01,0.07,0.01,0.23,Sports,Wii
Super Swing Golf Season 2,2007.0,Rising Star Games,0.08,0.0,0.03,0.01,0.11,Sports,Wii
Super Trucks Racing,2002.0,Jester Interactive,0.35,0.27,0.0,0.09,0.71,Racing,PS2
Super Wagyan Land,1991.0,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,Action,SNES
SuperCar Challenge,2009.0,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,Racing,PS3
Superbike 2000,1999.0,Electronic Arts,0.15,0.1,0.0,0.02,0.27,Racing,PS
Supercar Street Challenge,2001.0,Activision,0.55,0.43,0.0,0.14,1.12,Racing,PS2
Supercross 2000,1999.0,Electronic Arts,0.23,0.06,0.0,0.0,0.29,Racing,N64
Superman Returns,2006.0,Electronic Arts,0.30000000000000004,0.02,0.0,0.03,0.35000000000000003,Action,"DS, X360"
Superman: Countdown to Apokolips,2003.0,Atari,0.03,0.01,0.0,0.0,0.04,Platform,GBA
Superman: Shadow of Apokolips,2002.0,Atari,0.21,0.16,0.0,0.05,0.42,Action,PS2
Superman: Shadow of Apokolips,2003.0,Atari,0.06,0.02,0.0,0.0,0.08,Action,GC
Superman: The Man of Steel,2002.0,Atari,0.1,0.03,0.0,0.0,0.13,Action,XB
Superman: The New Superman Adventures,1999.0,Titus,0.33,0.07,0.0,0.0,0.41,Action,N64
Supermodel Makeover by Lauren Luke,2009.0,Avanquest,0.0,0.02,0.0,0.0,0.02,Simulation,DS
Superstars V8 Racing,2009.0,Black Bean Games,0.0,0.03,0.0,0.01,0.05,Racing,"PS3, X360"
Supremacy MMA,2011.0,505 Games,0.11,0.07,0.0,0.03,0.21000000000000002,Fighting,"PS3, X360"
Supremacy MMA,2012.0,505 Games,0.02,0.05,0.0,0.02,0.09,Fighting,PSV
Supreme Commander,2007.0,THQ,0.0,0.04,0.0,0.01,0.05,Strategy,PC
Supreme Commander,2008.0,505 Games,0.07,0.01,0.0,0.01,0.09,Strategy,X360
Supreme Commander 2,2010.0,Square Enix,0.23,0.25,0.0,0.07,0.54,Strategy,"X360, PC"
Supreme Commander: Forged Alliance,2007.0,THQ,0.01,0.02,0.0,0.01,0.04,Strategy,PC
Supreme Ruler: Cold War,2011.0,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,Strategy,PC
Surf Riders,1999.0,Ubisoft,0.07,0.05,0.0,0.01,0.13,Sports,PS
Surf's Up,2007.0,Ubisoft,0.7000000000000001,0.16999999999999998,0.0,0.11,1.0,Sports,"PS3, X360, Wii, PSP, GC, DS, PS2"
Surfing H3O,2000.0,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,Sports,PS2
Survivor,2010.0,Valcon Games,0.01,0.0,0.0,0.0,0.01,Adventure,Wii
Sushi Academy,2009.0,DTP Entertainment,0.08,0.0,0.0,0.01,0.08,Action,DS
Sushi Go-Round,2010.0,Asylum Entertainment,0.09,0.0,0.0,0.0,0.09,Simulation,"DS, Wii"
Suujin Taisen,2007.0,Nintendo,0.0,0.0,0.03,0.0,0.03,Strategy,DS
Suzuki Super-Bikes II: Riding Challenge,2008.0,Valcon Games,0.05,0.0,0.0,0.0,0.05,Racing,DS
Suzuki TT Superbikes,2005.0,Jester Interactive,0.33,0.01,0.0,0.05,0.4,Racing,PS2
Suzumiya Haruhi no Chokuretsu,2009.0,Sega,0.0,0.0,0.03,0.0,0.03,Adventure,DS
Suzumiya Haruhi no Gekidou,2009.0,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,Adventure,Wii
Suzumiya Haruhi no Heiretsu,2009.0,Sega,0.0,0.0,0.02,0.0,0.02,Adventure,Wii
Suzumiya Haruhi no Tomadoi,2008.0,Banpresto,0.0,0.0,0.13,0.0,0.13,Adventure,PS2
Suzumiya Haruhi no Tsuisou,2011.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Adventure,"PS3, PSP"
Suzumiya Haruhi no Yakusoku,2007.0,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Adventure,PSP
Suzumiya Haruhi-Chan no Mahjong,2011.0,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Misc,PSP
Suzunone Seven: Rebirth Knot,2010.0,Alchemist,0.0,0.0,0.02,0.0,0.02,Adventure,PS2
Sweet Honey Coming,2009.0,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,Adventure,PS2
Swing Away Golf,2000.0,Electronic Arts,0.17,0.13,0.18,0.04,0.52,Sports,PS2
Swingerz Golf,2002.0,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,Sports,GC
Sword & Sorcery,1996.0,Micro Cabin,0.0,0.0,0.1,0.0,0.1,Role-Playing,SAT
Sword Art Online: Game Director's Edition,2015.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Role-Playing,PS4
Sword Art Online: Hollow Fragment,2014.0,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,Role-Playing,PSV
Sword Art Online: Hollow Fragment,2015.0,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12,Role-Playing,PS4
Sword Art Online: Infinity Moment,2013.0,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Role-Playing,PSP
Sword Art Online: Lost Song,2015.0,Namco Bandai Games,0.16999999999999998,0.2,0.33,0.09,0.79,Role-Playing,"PS3, PS4, PSV"
Sword of Mana,2003.0,Nintendo,0.31,0.11,0.3,0.02,0.74,Role-Playing,GBA
Syberia,2002.0,Microids,0.0,0.02,0.0,0.0,0.03,Action,PC
Syberia,2003.0,Microids,0.08,0.02,0.0,0.0,0.1,Action,XB
Syberia,2008.0,Mindscape,0.1,0.02,0.0,0.01,0.14,Action,DS
Syberia II,2004.0,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,Adventure,PC
Syberia II,2004.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,Adventure,XB
Sydney 2000,2000.0,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,Sports,PS
Syndicate,1992.0,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Strategy,PC
Syndicate,2012.0,EA Games,0.07,0.06,0.0,0.02,0.15,Shooter,PS3
Syndicate,2012.0,Electronic Arts,0.1,0.06,0.0,0.02,0.18,Shooter,X360
Syndicate Wars,1997.0,Electronic Arts,0.02,0.01,0.0,0.0,0.04,Strategy,PS
Syphon Filter,1999.0,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,Shooter,PS
Syphon Filter 2,2000.0,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15,Shooter,PS
Syphon Filter 3,2001.0,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,Shooter,PS
Syphon Filter: Dark Mirror,2006.0,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,Shooter,PSP
Syphon Filter: Dark Mirror,2007.0,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,Shooter,PS2
Syphon Filter: Logan's Shadow,2007.0,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,Shooter,PSP
Syphon Filter: Logan's Shadow,2010.0,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,Shooter,PS2
Syphon Filter: The Omega Strain,2004.0,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,Shooter,PS2
System 3 presents Ferrari Challenge Trofeo Pirelli,2008.0,System 3 Arcade Software,0.1,0.41000000000000003,0.0,0.07,0.5800000000000001,Racing,"DS, Wii"
System Flaw,2009.0,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1,Shooter,DS
Sébastien Loeb Rally Evo,2016.0,Milestone S.r.l,0.0,0.05,0.0,0.01,0.05,Racing,"PS4, XOne"
T'ai Fu: Wrath of the Tiger,1998.0,Activision,0.08,0.06,0.0,0.01,0.15,Action,PS
T.A.C. Heroes : Big Red One,2010.0,Storm City Games,0.02,0.0,0.0,0.0,0.02,Strategy,DS
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998.0,Sunsoft,0.08,0.05,0.0,0.01,0.14,Adventure,PS
